user_id,item_id,rating
USR-104,ITM-32,3
USR-317,ITM-68,3
USR-346,ITM-55,5
USR-241,ITM-47,4
USR-202,ITM-23,4
USR-126,ITM-81,4
USR-236,ITM-71,5
USR-306,ITM-44,3
USR-114,ITM-28,4
USR-189,ITM-39,4
USR-141,ITM-87,4
USR-223,ITM-34,2
USR-304,ITM-49,4
USR-278,ITM-23,2
USR-162,ITM-35,4
USR-195,ITM-31,4
USR-330,ITM-57,3
USR-340,ITM-60,5
USR-151,ITM-12,1
USR-195,ITM-51,5
USR-231,ITM-28,4
USR-321,ITM-82,3
USR-328,ITM-37,2
USR-250,ITM-54,5
USR-330,ITM-80,2
USR-336,ITM-87,3
USR-242,ITM-72,3
USR-270,ITM-82,4
USR-128,ITM-28,4
USR-135,ITM-56,2
USR-112,ITM-23,3
USR-259,ITM-47,3
USR-170,ITM-62,3
USR-286,ITM-70,4
USR-342,ITM-45,4
USR-185,ITM-49,3
USR-127,ITM-39,3
USR-165,ITM-18,3
USR-269,ITM-73,5
USR-144,ITM-42,5
USR-161,ITM-61,5
USR-284,ITM-23,3
USR-344,ITM-84,2
USR-233,ITM-62,3
USR-127,ITM-68,3
USR-127,ITM-87,4
USR-207,ITM-50,5
USR-143,ITM-77,5
USR-183,ITM-77,5
USR-129,ITM-17,3
USR-289,ITM-11,4
USR-174,ITM-50,3
USR-227,ITM-64,2
USR-349,ITM-25,4
USR-346,ITM-71,1
USR-191,ITM-57,4
USR-316,ITM-39,3
USR-330,ITM-21,4
USR-289,ITM-44,5
USR-324,ITM-20,3
USR-228,ITM-73,5
USR-220,ITM-59,3
USR-126,ITM-30,4
USR-220,ITM-57,4
USR-215,ITM-29,5
USR-304,ITM-76,3
USR-332,ITM-53,4
USR-102,ITM-42,4
USR-202,ITM-82,5
USR-297,ITM-70,3
USR-299,ITM-18,5
USR-254,ITM-77,4
USR-236,ITM-44,3
USR-161,ITM-74,4
USR-264,ITM-17,3
USR-324,ITM-54,4
USR-150,ITM-56,5
USR-271,ITM-85,4
USR-251,ITM-63,4
USR-306,ITM-85,2
USR-158,ITM-55,3
USR-217,ITM-56,4
USR-259,ITM-24,3
USR-195,ITM-28,3
USR-315,ITM-35,4
USR-332,ITM-61,3
USR-279,ITM-31,3
USR-212,ITM-30,4
USR-161,ITM-60,2
USR-340,ITM-47,5
USR-285,ITM-29,5
USR-151,ITM-38,4
USR-111,ITM-60,2
USR-138,ITM-13,5
USR-229,ITM-64,5
USR-230,ITM-80,5
USR-212,ITM-37,2
USR-200,ITM-13,4
USR-212,ITM-31,5
USR-283,ITM-85,4
USR-180,ITM-54,4
USR-286,ITM-76,4
USR-212,ITM-75,4
USR-101,ITM-43,1
USR-319,ITM-10,2
USR-153,ITM-81,4
USR-186,ITM-47,3
USR-328,ITM-15,4
USR-323,ITM-34,2
USR-324,ITM-26,4
USR-228,ITM-70,5
USR-246,ITM-21,3
USR-225,ITM-15,2
USR-229,ITM-36,2
USR-152,ITM-17,5
USR-271,ITM-74,4
USR-317,ITM-66,4
USR-259,ITM-49,2
USR-297,ITM-23,4
USR-259,ITM-44,5
USR-346,ITM-57,5
USR-167,ITM-65,4
USR-282,ITM-58,2
USR-302,ITM-22,2
USR-283,ITM-70,1
USR-222,ITM-58,3
USR-244,ITM-55,2
USR-137,ITM-71,3
USR-123,ITM-17,3
USR-168,ITM-52,5
USR-197,ITM-48,5
USR-297,ITM-58,4
USR-313,ITM-73,2
USR-238,ITM-71,4
USR-339,ITM-63,3
USR-243,ITM-18,4
USR-196,ITM-46,3
USR-300,ITM-58,5
USR-223,ITM-50,3
USR-286,ITM-26,3
USR-169,ITM-30,5
USR-307,ITM-60,1
USR-192,ITM-68,4
USR-102,ITM-48,4
USR-247,ITM-64,5
USR-286,ITM-50,5
USR-263,ITM-48,5
USR-246,ITM-22,2
USR-189,ITM-73,5
USR-294,ITM-20,4
USR-246,ITM-28,4
USR-247,ITM-20,2
USR-195,ITM-86,4
USR-298,ITM-55,5
USR-151,ITM-54,5
USR-332,ITM-10,4
USR-260,ITM-49,1
USR-267,ITM-28,3
USR-227,ITM-85,5
USR-138,ITM-81,4
USR-181,ITM-81,4
USR-203,ITM-70,2
USR-228,ITM-21,4
USR-110,ITM-70,4
USR-319,ITM-42,5
USR-284,ITM-54,4
USR-316,ITM-78,3
USR-277,ITM-17,4
USR-258,ITM-55,5
USR-321,ITM-39,3
USR-141,ITM-56,4
USR-198,ITM-58,3
USR-106,ITM-56,4
USR-243,ITM-27,4
USR-189,ITM-75,4
USR-211,ITM-77,3
USR-348,ITM-42,3
USR-343,ITM-45,2
USR-159,ITM-28,4
USR-101,ITM-49,4
USR-228,ITM-85,5
USR-147,ITM-24,5
USR-239,ITM-50,4
USR-296,ITM-48,4
USR-136,ITM-11,2
USR-259,ITM-72,4
USR-346,ITM-38,5
USR-108,ITM-83,3
USR-332,ITM-75,4
USR-198,ITM-60,5
USR-246,ITM-84,5
USR-147,ITM-86,3
USR-307,ITM-19,4
USR-230,ITM-23,3
USR-247,ITM-60,2
USR-251,ITM-82,5
USR-153,ITM-48,5
USR-219,ITM-37,5
USR-260,ITM-12,1
USR-251,ITM-79,5
USR-215,ITM-36,4
USR-174,ITM-11,3
USR-212,ITM-47,4
USR-299,ITM-12,2
USR-263,ITM-25,5
USR-265,ITM-49,4
USR-203,ITM-11,3
USR-183,ITM-50,3
USR-326,ITM-21,3
USR-211,ITM-44,2
USR-316,ITM-74,4
USR-198,ITM-64,5
USR-252,ITM-54,1
USR-192,ITM-88,1
USR-245,ITM-71,4
USR-227,ITM-58,5
USR-209,ITM-34,3
USR-181,ITM-32,3
USR-293,ITM-33,4
USR-153,ITM-47,3
USR-262,ITM-37,1
USR-307,ITM-30,4
USR-288,ITM-63,4
USR-268,ITM-27,4
USR-327,ITM-45,4
USR-260,ITM-54,4
USR-167,ITM-82,3
USR-132,ITM-62,3
USR-241,ITM-39,2
USR-120,ITM-69,2
USR-147,ITM-41,4
USR-247,ITM-76,5
USR-347,ITM-76,5
USR-227,ITM-37,4
USR-235,ITM-53,3
USR-234,ITM-88,2
USR-294,ITM-50,5
USR-244,ITM-72,4
USR-227,ITM-32,4
USR-132,ITM-84,5
USR-275,ITM-57,4
USR-303,ITM-41,5
USR-286,ITM-66,2
USR-214,ITM-42,4
USR-313,ITM-33,5
USR-218,ITM-48,3
USR-121,ITM-43,4
USR-337,ITM-65,3
USR-257,ITM-37,5
USR-137,ITM-46,1
USR-329,ITM-16,4
USR-208,ITM-77,3
USR-150,ITM-46,4
USR-281,ITM-65,3
USR-107,ITM-74,3
USR-126,ITM-74,4
USR-126,ITM-56,5
USR-325,ITM-29,3
USR-120,ITM-28,2
USR-129,ITM-38,5
USR-196,ITM-83,4
USR-127,ITM-69,5
USR-210,ITM-27,2
USR-291,ITM-44,4
USR-324,ITM-52,3
USR-296,ITM-20,3
USR-160,ITM-58,4
USR-147,ITM-47,4
USR-246,ITM-73,5
USR-103,ITM-78,3
USR-134,ITM-17,4
USR-291,ITM-43,4
USR-148,ITM-57,5
USR-116,ITM-65,3
USR-319,ITM-74,3
USR-257,ITM-40,4
USR-320,ITM-13,3
USR-145,ITM-59,5
USR-216,ITM-78,3
USR-105,ITM-39,5
USR-198,ITM-68,2
USR-223,ITM-76,4
USR-332,ITM-84,5
USR-136,ITM-54,3
USR-123,ITM-13,5
USR-192,ITM-35,4
USR-340,ITM-36,5
USR-145,ITM-55,4
USR-280,ITM-73,3
USR-194,ITM-60,3
USR-198,ITM-59,3
USR-287,ITM-15,2
USR-324,ITM-68,2
USR-215,ITM-24,2
USR-290,ITM-39,4
USR-312,ITM-51,5
USR-259,ITM-46,2
USR-314,ITM-51,2
USR-260,ITM-44,4
USR-166,ITM-15,3
USR-227,ITM-77,2
USR-117,ITM-27,3
USR-124,ITM-82,5
USR-333,ITM-38,5
USR-322,ITM-86,3
USR-153,ITM-68,4
USR-157,ITM-56,4
USR-166,ITM-26,4
USR-203,ITM-31,4
USR-273,ITM-77,4
USR-123,ITM-78,3
USR-213,ITM-46,1
USR-131,ITM-58,4
USR-274,ITM-22,5
USR-185,ITM-43,4
USR-250,ITM-62,5
USR-293,ITM-60,5
USR-226,ITM-12,3
USR-254,ITM-51,4
USR-333,ITM-41,4
USR-229,ITM-60,5
USR-317,ITM-55,5
USR-116,ITM-30,4
USR-203,ITM-53,3
USR-260,ITM-20,5
USR-236,ITM-77,2
USR-142,ITM-10,5
USR-345,ITM-72,5
USR-275,ITM-33,3
USR-138,ITM-22,4
USR-320,ITM-20,4
USR-269,ITM-60,4
USR-346,ITM-26,3
USR-125,ITM-33,5
USR-198,ITM-28,5
USR-149,ITM-46,5
USR-252,ITM-17,3
USR-251,ITM-37,5
USR-112,ITM-14,4
USR-159,ITM-26,3
USR-349,ITM-45,2
USR-234,ITM-28,3
USR-156,ITM-73,5
USR-135,ITM-20,4
USR-272,ITM-63,4
USR-119,ITM-54,3
USR-164,ITM-56,4
USR-107,ITM-21,1
USR-337,ITM-30,3
USR-243,ITM-20,4
USR-241,ITM-14,2
USR-303,ITM-65,5
USR-214,ITM-29,3
USR-314,ITM-50,4
USR-242,ITM-55,4
USR-191,ITM-21,4
USR-197,ITM-79,2
USR-165,ITM-26,1
USR-131,ITM-28,5
USR-314,ITM-35,3
USR-290,ITM-57,5
USR-185,ITM-61,5
USR-150,ITM-79,3
USR-252,ITM-64,3
USR-285,ITM-84,4
USR-162,ITM-42,5
USR-289,ITM-71,5
USR-224,ITM-32,4
USR-249,ITM-24,5
USR-157,ITM-36,2
USR-157,ITM-84,5
USR-185,ITM-73,5
USR-148,ITM-60,3
USR-279,ITM-62,3
USR-269,ITM-87,2
USR-169,ITM-60,3
USR-114,ITM-56,5
USR-153,ITM-13,3
USR-334,ITM-16,2
USR-287,ITM-44,3
USR-200,ITM-57,5
USR-324,ITM-82,4
USR-107,ITM-81,4
USR-152,ITM-54,3
USR-159,ITM-81,5
USR-335,ITM-28,5
USR-207,ITM-72,3
USR-104,ITM-47,2
USR-202,ITM-76,2
USR-295,ITM-68,2
USR-105,ITM-78,4
USR-208,ITM-22,5
USR-323,ITM-56,4
USR-215,ITM-70,5
USR-193,ITM-40,4
USR-146,ITM-89,4
USR-198,ITM-31,4
USR-154,ITM-52,3
USR-267,ITM-76,3
USR-151,ITM-63,4
USR-243,ITM-19,2
USR-112,ITM-51,3
USR-213,ITM-73,4
USR-205,ITM-89,4
USR-257,ITM-85,5
USR-246,ITM-75,4
USR-244,ITM-50,5
USR-219,ITM-33,4
USR-162,ITM-44,5
USR-118,ITM-65,4
USR-191,ITM-39,4
USR-157,ITM-66,4
USR-282,ITM-56,4
USR-189,ITM-44,2
USR-328,ITM-28,2
USR-317,ITM-17,1
USR-216,ITM-35,5
USR-161,ITM-80,3
USR-122,ITM-39,3
USR-226,ITM-16,4
USR-236,ITM-76,3
USR-239,ITM-74,4
USR-344,ITM-45,3
USR-228,ITM-34,5
USR-157,ITM-46,5
USR-221,ITM-10,5
USR-100,ITM-24,4
USR-338,ITM-46,5
USR-133,ITM-22,2
USR-195,ITM-17,1
USR-225,ITM-14,1
USR-217,ITM-69,4
USR-147,ITM-82,4
USR-188,ITM-10,4
USR-331,ITM-45,1
USR-336,ITM-44,4
USR-216,ITM-75,4
USR-228,ITM-72,4
USR-115,ITM-32,4
USR-288,ITM-18,3
USR-330,ITM-43,5
USR-291,ITM-55,4
USR-290,ITM-87,3
USR-168,ITM-13,3
USR-121,ITM-39,4
USR-192,ITM-84,5
USR-346,ITM-81,4
USR-294,ITM-12,3
USR-175,ITM-23,5
USR-253,ITM-69,4
USR-243,ITM-86,4
USR-278,ITM-54,4
USR-328,ITM-43,3
USR-185,ITM-54,4
USR-284,ITM-70,3
USR-128,ITM-25,5
USR-305,ITM-75,4
USR-319,ITM-49,4
USR-168,ITM-26,4
USR-146,ITM-43,5
USR-340,ITM-25,5
USR-193,ITM-69,4
USR-337,ITM-75,4
USR-289,ITM-75,4
USR-343,ITM-22,4
USR-296,ITM-65,3
USR-303,ITM-40,4
USR-243,ITM-43,3
USR-317,ITM-48,5
USR-317,ITM-76,3
USR-275,ITM-17,5
USR-184,ITM-87,4
USR-138,ITM-64,4
USR-199,ITM-36,4
USR-321,ITM-48,3
USR-200,ITM-74,2
USR-122,ITM-26,4
USR-349,ITM-39,4
USR-109,ITM-62,5
USR-345,ITM-22,3
USR-168,ITM-30,3
USR-199,ITM-28,4
USR-133,ITM-62,5
USR-279,ITM-28,4
USR-322,ITM-66,4
USR-237,ITM-34,4
USR-349,ITM-40,2
USR-246,ITM-64,5
USR-285,ITM-32,4
USR-195,ITM-41,3
USR-100,ITM-71,4
USR-347,ITM-83,2
USR-168,ITM-19,5
USR-336,ITM-81,3
USR-103,ITM-63,4
USR-115,ITM-61,3
USR-123,ITM-29,4
USR-179,ITM-41,5
USR-346,ITM-23,4
USR-101,ITM-59,4
USR-340,ITM-37,5
USR-319,ITM-62,2
USR-227,ITM-33,3
USR-259,ITM-88,3
USR-318,ITM-31,5
USR-183,ITM-39,3
USR-251,ITM-72,4
USR-239,ITM-13,4
USR-277,ITM-86,3
USR-262,ITM-68,3
USR-223,ITM-17,3
USR-132,ITM-21,4
USR-260,ITM-40,3
USR-288,ITM-87,1
USR-278,ITM-43,5
USR-270,ITM-84,5
USR-200,ITM-85,3
USR-111,ITM-58,3
USR-166,ITM-88,1
USR-164,ITM-66,4
USR-260,ITM-35,5
USR-267,ITM-27,2
USR-173,ITM-47,3
USR-142,ITM-59,5
USR-143,ITM-17,4
USR-128,ITM-50,1
USR-240,ITM-15,4
USR-111,ITM-78,3
USR-194,ITM-53,3
USR-145,ITM-73,5
USR-229,ITM-38,5
USR-342,ITM-37,4
USR-341,ITM-20,5
USR-134,ITM-74,4
USR-314,ITM-28,5
USR-180,ITM-18,4
USR-189,ITM-36,5
USR-107,ITM-43,5
USR-192,ITM-53,2
USR-253,ITM-77,5
USR-301,ITM-24,5
USR-189,ITM-60,5
USR-261,ITM-22,3
USR-214,ITM-58,5
USR-204,ITM-79,5
USR-234,ITM-65,3
USR-295,ITM-85,5
USR-157,ITM-60,1
USR-344,ITM-46,2
USR-213,ITM-26,4
USR-336,ITM-67,4
USR-174,ITM-38,4
USR-219,ITM-69,5
USR-263,ITM-64,1
USR-316,ITM-19,2
USR-120,ITM-56,1
USR-348,ITM-32,4
USR-263,ITM-30,5
USR-237,ITM-22,4
USR-200,ITM-42,5
USR-300,ITM-33,1
USR-251,ITM-20,4
USR-291,ITM-26,4
USR-326,ITM-77,4
USR-276,ITM-56,2
USR-198,ITM-34,4
USR-339,ITM-82,4
USR-135,ITM-30,5
USR-309,ITM-21,4
USR-340,ITM-46,2
USR-330,ITM-51,4
USR-195,ITM-26,3
USR-251,ITM-57,5
USR-250,ITM-37,4
USR-289,ITM-50,3
USR-136,ITM-27,4
USR-111,ITM-87,2
USR-212,ITM-80,4
USR-282,ITM-22,3
USR-112,ITM-22,5
USR-122,ITM-40,5
USR-316,ITM-11,5
USR-198,ITM-25,4
USR-204,ITM-18,4
USR-129,ITM-82,5
USR-116,ITM-47,2
USR-212,ITM-84,4
USR-161,ITM-63,4
USR-183,ITM-65,2
USR-211,ITM-54,4
USR-316,ITM-43,5
USR-185,ITM-18,5
USR-240,ITM-17,2
USR-286,ITM-16,2
USR-118,ITM-45,3
USR-276,ITM-27,5
USR-199,ITM-12,2
USR-239,ITM-37,4
USR-288,ITM-79,2
USR-246,ITM-30,3
USR-175,ITM-37,5
USR-108,ITM-63,3
USR-298,ITM-63,4
USR-127,ITM-74,3
USR-305,ITM-30,4
USR-322,ITM-22,5
USR-227,ITM-66,2
USR-151,ITM-58,5
USR-182,ITM-63,4
USR-349,ITM-19,2
USR-210,ITM-62,4
USR-243,ITM-53,3
USR-216,ITM-56,4
USR-168,ITM-62,5
USR-198,ITM-83,2
USR-239,ITM-55,4
USR-124,ITM-22,5
USR-279,ITM-46,5
USR-222,ITM-33,4
USR-312,ITM-11,5
USR-327,ITM-23,4
USR-152,ITM-19,3
USR-250,ITM-44,5
USR-243,ITM-34,4
USR-156,ITM-12,4
USR-138,ITM-26,4
USR-208,ITM-21,5
USR-280,ITM-63,5
USR-141,ITM-33,4
USR-285,ITM-38,3
USR-266,ITM-52,4
USR-241,ITM-34,4
USR-322,ITM-69,3
USR-221,ITM-74,5
USR-232,ITM-37,4
USR-262,ITM-25,3
USR-314,ITM-56,2
USR-320,ITM-67,3
USR-334,ITM-85,5
USR-174,ITM-36,3
USR-245,ITM-62,3
USR-338,ITM-51,4
USR-175,ITM-68,3
USR-173,ITM-43,3
USR-285,ITM-46,4
USR-335,ITM-15,4
USR-244,ITM-16,3
USR-329,ITM-34,4
USR-106,ITM-42,5
USR-273,ITM-64,3
USR-240,ITM-67,3
USR-267,ITM-16,3
USR-269,ITM-66,4
USR-236,ITM-21,5
USR-277,ITM-25,3
USR-126,ITM-89,4
USR-221,ITM-52,1
USR-293,ITM-86,4
USR-104,ITM-16,5
USR-128,ITM-60,3
USR-264,ITM-82,4
USR-265,ITM-41,3
USR-182,ITM-84,4
USR-235,ITM-17,2
USR-339,ITM-81,5
USR-208,ITM-54,3
USR-164,ITM-68,5
USR-185,ITM-13,3
USR-343,ITM-76,4
USR-244,ITM-38,3
USR-170,ITM-38,5
USR-316,ITM-37,2
USR-144,ITM-86,3
USR-231,ITM-88,4
USR-135,ITM-53,2
USR-169,ITM-13,3
USR-258,ITM-18,5
USR-118,ITM-14,5
USR-288,ITM-65,3
USR-207,ITM-59,5
USR-281,ITM-84,4
USR-266,ITM-24,3
USR-190,ITM-41,4
USR-301,ITM-37,4
USR-189,ITM-31,5
USR-118,ITM-26,3
USR-138,ITM-68,4
USR-225,ITM-80,2
USR-294,ITM-66,2
USR-272,ITM-35,1
USR-240,ITM-34,5
USR-341,ITM-19,5
USR-319,ITM-54,5
USR-225,ITM-20,4
USR-157,ITM-86,3
USR-247,ITM-62,3
USR-299,ITM-77,3
USR-160,ITM-37,5
USR-226,ITM-84,4
USR-204,ITM-74,2
USR-266,ITM-58,1
USR-100,ITM-56,2
USR-230,ITM-61,4
USR-304,ITM-63,5
USR-191,ITM-69,4
USR-289,ITM-66,5
USR-348,ITM-56,4
USR-290,ITM-40,3
USR-212,ITM-55,2
USR-252,ITM-35,5
USR-155,ITM-14,5
USR-260,ITM-61,3
USR-265,ITM-84,4
USR-216,ITM-63,4
USR-233,ITM-42,4
USR-157,ITM-59,5
USR-143,ITM-47,4
USR-272,ITM-36,4
USR-272,ITM-70,2
USR-160,ITM-30,3
USR-146,ITM-55,1
USR-248,ITM-78,4
USR-179,ITM-15,4
USR-217,ITM-47,2
USR-312,ITM-71,5
USR-302,ITM-71,3
USR-328,ITM-87,3
USR-263,ITM-83,3
USR-326,ITM-55,3
USR-119,ITM-12,4
USR-284,ITM-15,4
USR-245,ITM-17,5
USR-146,ITM-53,2
USR-332,ITM-42,2
USR-148,ITM-84,2
USR-113,ITM-86,4
USR-242,ITM-59,2
USR-258,ITM-20,5
USR-100,ITM-37,4
USR-216,ITM-79,4
USR-153,ITM-50,4
USR-217,ITM-25,3
USR-102,ITM-77,3
USR-243,ITM-57,3
USR-314,ITM-65,4
USR-284,ITM-73,3
USR-302,ITM-68,2
USR-111,ITM-71,5
USR-173,ITM-85,1
USR-323,ITM-20,5
USR-115,ITM-27,5
USR-299,ITM-28,3
USR-201,ITM-64,2
USR-303,ITM-35,2
USR-251,ITM-15,4
USR-255,ITM-13,4
USR-216,ITM-38,5
USR-107,ITM-68,5
USR-221,ITM-26,4
USR-191,ITM-52,3
USR-263,ITM-89,3
USR-235,ITM-43,3
USR-285,ITM-17,2
USR-159,ITM-22,4
USR-319,ITM-52,4
USR-140,ITM-68,5
USR-327,ITM-53,3
USR-291,ITM-18,3
USR-254,ITM-46,4
USR-345,ITM-83,2
USR-290,ITM-45,4
USR-244,ITM-37,2
USR-300,ITM-51,4
USR-260,ITM-52,3
USR-344,ITM-51,5
USR-311,ITM-75,5
USR-304,ITM-64,3
USR-339,ITM-57,3
USR-256,ITM-31,3
USR-240,ITM-36,5
USR-145,ITM-76,4
USR-134,ITM-22,3
USR-233,ITM-54,3
USR-181,ITM-19,2
USR-214,ITM-18,4
USR-296,ITM-63,2
USR-146,ITM-36,5
USR-252,ITM-43,5
USR-293,ITM-10,3
USR-109,ITM-41,4
USR-155,ITM-80,5
USR-129,ITM-76,4
USR-341,ITM-29,3
USR-208,ITM-44,3
USR-104,ITM-87,5
USR-218,ITM-26,4
USR-347,ITM-27,4
USR-132,ITM-54,5
USR-217,ITM-62,5
USR-164,ITM-77,5
USR-245,ITM-74,2
USR-323,ITM-10,4
USR-338,ITM-67,4
USR-276,ITM-35,5
USR-110,ITM-29,4
USR-184,ITM-19,3
USR-125,ITM-68,5
USR-162,ITM-84,4
USR-316,ITM-50,2
USR-185,ITM-14,4
USR-158,ITM-74,3
USR-126,ITM-26,3
USR-276,ITM-31,1
USR-304,ITM-50,4
USR-260,ITM-77,4
USR-197,ITM-78,4
USR-204,ITM-20,4
USR-198,ITM-65,5
USR-228,ITM-60,3
USR-248,ITM-30,2
USR-339,ITM-85,5
USR-154,ITM-35,3
USR-105,ITM-28,5
USR-319,ITM-69,5
USR-308,ITM-80,4
USR-296,ITM-56,5
USR-194,ITM-80,2
USR-232,ITM-35,3
USR-201,ITM-49,4
USR-102,ITM-14,3
USR-280,ITM-30,5
USR-122,ITM-87,2
USR-328,ITM-13,4
USR-152,ITM-32,4
USR-264,ITM-24,4
USR-301,ITM-17,3
USR-301,ITM-50,3
USR-182,ITM-28,5
USR-184,ITM-37,5
USR-177,ITM-77,4
USR-300,ITM-24,5
USR-209,ITM-46,4
USR-100,ITM-10,3
USR-150,ITM-76,4
USR-272,ITM-33,5
USR-304,ITM-36,4
USR-103,ITM-49,5
USR-289,ITM-72,4
USR-292,ITM-70,2
USR-212,ITM-45,3
USR-331,ITM-33,5
USR-131,ITM-33,3
USR-133,ITM-13,5
USR-191,ITM-76,5
USR-194,ITM-43,3
USR-171,ITM-66,2
USR-138,ITM-58,4
USR-253,ITM-62,3
USR-349,ITM-32,5
USR-261,ITM-78,4
USR-281,ITM-62,4
USR-217,ITM-71,5
USR-102,ITM-50,3
USR-222,ITM-66,4
USR-149,ITM-69,3
USR-111,ITM-63,3
USR-292,ITM-79,4
USR-153,ITM-66,5
USR-335,ITM-19,3
USR-232,ITM-49,4
USR-321,ITM-16,4
USR-321,ITM-47,3
USR-156,ITM-70,3
USR-244,ITM-12,5
USR-211,ITM-60,4
USR-146,ITM-56,4
USR-250,ITM-77,4
USR-328,ITM-47,4
USR-184,ITM-45,4
USR-241,ITM-50,4
USR-165,ITM-78,3
USR-174,ITM-22,2
USR-278,ITM-67,3
USR-202,ITM-59,5
USR-265,ITM-39,4
USR-291,ITM-71,4
USR-325,ITM-34,2
USR-137,ITM-36,1
USR-149,ITM-60,4
USR-197,ITM-87,4
USR-181,ITM-66,4
USR-129,ITM-56,3
USR-178,ITM-48,4
USR-190,ITM-25,3
USR-278,ITM-31,3
USR-290,ITM-63,4
USR-325,ITM-30,3
