engine_id,cycle,sensor_2_temp,sensor_3_pressure,sensor_4_speed,sensor_7_flow,true_rul_cycles
1,109,646.17,1586.95,1406.91,550.76,113
1,110,646.59,1586.85,1406.28,551.17,112
1,111,645.21,1586.81,1406.47,551.11,111
1,112,646.37,1587.73,1407.34,551.11,110
1,113,645.98,1587.88,1406.4,551.23,109
1,114,646.71,1587.68,1406.34,550.12,108
1,115,646.79,1588.65,1407.19,550.63,107
1,116,646.49,1587.36,1405.35,550.47,106
1,117,645.75,1589.11,1404.58,551.24,105
1,118,645.81,1589.88,1405.65,550.78,104
1,119,646.26,1590.16,1406.47,550.91,103
1,120,646.63,1588.64,1406.98,550.41,102
1,121,646.12,1586.72,1406.58,550.4,101
1,122,645.81,1588.97,1405.62,550.18,100
1,123,646.69,1587.34,1406.75,551.1,99
1,124,646.6,1587.22,1406.85,550.25,98
1,125,646.8,1588.94,1406.73,550.48,97
1,126,646.9,1590.54,1406.61,550.48,96
1,127,647.21,1589.26,1406.58,550.7,95
1,128,646.55,1588.49,1406.3,550.58,94
1,129,647.42,1589.1,1407.03,550.12,93
1,130,646.7,1587.47,1405.29,550.25,92
1,131,646.9,1591.58,1408.33,550.51,91
1,132,647.89,1590.71,1405.53,550.64,90
1,133,647.38,1588.76,1406.06,550.48,89
1,134,646.3,1589.15,1406.75,549.91,88
1,135,647.64,1589.19,1407.44,550.54,87
1,136,647.2,1589.85,1408.0,550.41,86
1,137,647.36,1591.52,1408.4,550.2,85
1,138,646.92,1590.21,1407.63,550.72,84
1,139,647.72,1590.43,1407.52,549.92,83
1,140,647.28,1590.16,1406.18,550.53,82
1,141,648.23,1587.32,1406.5,550.21,81
1,142,647.2,1590.04,1407.62,549.81,80
1,143,647.99,1590.35,1407.28,550.55,79
1,144,647.31,1588.37,1407.93,550.19,78
1,145,647.76,1590.76,1408.25,550.2,77
1,146,647.36,1589.18,1408.49,550.11,76
1,147,647.96,1588.02,1407.55,550.59,75
1,148,647.89,1590.49,1408.57,550.66,74
1,149,648.5,1588.31,1407.09,549.5,73
1,150,647.44,1590.34,1408.3,549.5,72
1,151,647.03,1589.42,1408.9,550.27,71
1,152,648.5,1590.37,1408.88,550.22,70
1,153,647.66,1590.94,1408.8,549.63,69
1,154,648.55,1590.5,1408.39,549.59,68
1,155,647.62,1587.98,1408.42,550.61,67
1,156,647.57,1594.25,1409.56,549.7,66
1,157,648.02,1590.59,1409.85,549.97,65
1,158,648.52,1591.25,1408.45,549.9,64
1,159,647.93,1589.14,1409.25,549.33,63
1,160,648.02,1590.43,1409.16,550.23,62
1,161,648.65,1591.83,1408.2,549.68,61
1,162,648.07,1590.53,1408.43,549.59,60
1,163,648.05,1592.3,1407.97,549.48,59
1,164,647.65,1592.93,1408.23,549.87,58
1,165,648.51,1592.88,1408.75,549.37,57
1,166,647.73,1588.02,1409.1,549.87,56
1,167,648.58,1589.6,1409.86,549.41,55
1,168,648.07,1590.64,1409.14,549.15,54
1,169,648.46,1592.09,1410.02,549.63,53
1,170,647.97,1591.82,1408.34,549.22,52
1,171,648.0,1589.41,1408.79,549.87,51
1,172,649.49,1591.09,1410.17,549.4,50
1,173,647.96,1592.69,1409.54,550.04,49
1,174,648.05,1595.27,1410.68,549.47,48
1,175,648.58,1591.12,1409.55,549.4,47
1,176,648.94,1591.7,1410.65,549.47,46
1,177,648.67,1593.35,1408.27,549.51,45
1,178,648.83,1590.49,1408.25,549.69,44
1,179,649.24,1592.46,1411.05,549.5,43
1,180,649.39,1592.83,1409.51,549.03,42
1,181,648.69,1592.08,1410.87,549.56,41
1,182,649.1,1593.51,1410.26,549.39,40
1,183,648.41,1593.9,1409.53,549.62,39
1,184,649.52,1591.79,1410.71,549.16,38
1,185,648.94,1592.98,1410.23,549.26,37
1,186,648.59,1592.59,1411.88,548.39,36
1,187,649.51,1594.07,1409.02,549.07,35
1,188,648.8,1595.1,1411.04,549.53,34
1,189,649.28,1594.52,1410.21,549.58,33
1,190,649.22,1592.19,1411.72,549.14,32
1,191,648.95,1591.99,1409.6,549.38,31
1,192,649.31,1595.9,1411.33,549.19,30
1,193,649.95,1592.62,1408.95,548.79,29
1,194,649.49,1593.02,1411.15,549.03,28
1,195,649.77,1595.15,1410.44,549.21,27
1,196,648.8,1593.27,1409.61,549.07,26
1,197,649.64,1593.77,1410.26,549.7,25
1,198,649.07,1591.96,1412.03,548.78,24
1,199,649.24,1596.39,1411.55,548.79,23
1,200,649.74,1596.03,1411.36,549.33,22
1,201,650.02,1594.88,1410.9,548.93,21
1,202,649.84,1594.71,1410.69,548.94,20
1,203,649.65,1594.04,1409.97,549.67,19
1,204,649.52,1593.53,1410.37,549.05,18
1,205,649.77,1592.88,1411.61,549.08,17
1,206,649.86,1593.31,1412.89,548.93,16
1,207,649.42,1595.87,1410.5,549.63,15
1,208,650.0,1595.46,1409.58,548.4,14
1,209,650.54,1594.69,1412.93,548.91,13
1,210,650.1,1596.43,1412.16,548.68,12
1,211,649.64,1591.6,1411.06,548.37,11
1,212,651.16,1593.73,1410.92,548.25,10
1,213,650.05,1593.79,1412.9,548.73,9
1,214,650.19,1594.49,1412.2,548.53,8
1,215,650.5,1596.66,1411.99,548.57,7
1,216,649.89,1594.46,1412.13,548.16,6
1,217,650.64,1595.11,1411.61,548.4,5
1,218,650.16,1595.64,1411.68,548.43,4
1,219,650.57,1595.6,1410.84,548.73,3
1,220,651.42,1595.63,1410.53,548.59,2
1,221,649.73,1598.93,1413.73,548.32,1
1,222,649.6,1594.15,1411.86,547.97,0
2,1,642.26,1581.38,1399.38,553.01,185
2,2,641.39,1578.65,1400.84,552.67,184
2,3,641.8,1580.24,1400.75,552.61,183
2,4,640.79,1579.28,1401.22,553.01,182
2,5,642.76,1579.05,1399.01,553.02,181
2,6,642.37,1580.86,1401.13,552.98,180
2,7,642.48,1581.43,1400.85,553.09,179
2,8,642.77,1582.49,1400.0,552.95,178
2,9,642.26,1579.74,1400.03,552.93,177
2,10,642.62,1581.3,1400.46,552.76,176
2,11,642.83,1579.11,1400.73,552.76,175
2,12,642.85,1579.36,1401.97,552.77,174
2,13,642.7,1580.58,1401.27,552.7,173
2,14,643.12,1579.41,1401.04,552.78,172
2,15,642.61,1580.74,1400.68,552.69,171
2,16,642.01,1582.47,1400.65,552.65,170
2,17,642.92,1580.76,1400.99,551.98,169
2,18,643.12,1582.77,1399.8,552.44,168
2,19,642.38,1581.34,1401.74,552.84,167
2,20,643.36,1583.21,1401.11,552.17,166
2,21,642.91,1582.48,1400.37,552.99,165
2,22,643.36,1581.55,1400.85,552.27,164
2,23,643.08,1581.6,1402.24,552.34,163
2,24,643.3,1581.93,1401.76,552.35,162
2,25,643.43,1582.91,1401.98,552.58,161
2,26,642.81,1582.51,1402.68,552.52,160
2,27,642.82,1582.15,1402.04,552.12,159
2,28,642.74,1581.91,1401.21,552.32,158
2,29,642.69,1583.05,1401.36,552.6,157
2,30,643.26,1582.42,1401.8,552.07,156
2,31,644.41,1581.94,1402.82,551.92,155
2,32,643.61,1583.19,1402.05,552.05,154
2,33,643.4,1582.21,1404.05,552.19,153
2,34,643.76,1584.92,1401.49,552.19,152
2,35,643.49,1582.76,1402.11,551.93,151
2,36,643.72,1581.67,1403.11,552.32,150
2,37,643.49,1582.49,1402.61,551.87,149
2,38,644.46,1583.53,1402.77,552.29,148
2,39,643.55,1584.49,1402.61,552.34,147
2,40,643.75,1584.85,1402.9,552.69,146
2,41,643.73,1583.6,1401.82,551.85,145
2,42,644.17,1584.79,1405.08,551.95,144
2,43,643.59,1584.42,1401.87,552.13,143
2,44,643.81,1583.85,1403.71,551.9,142
2,45,644.43,1584.73,1401.41,551.64,141
2,46,643.48,1586.16,1402.88,552.42,140
2,47,643.49,1583.15,1403.67,551.92,139
2,48,644.41,1582.42,1404.2,552.07,138
2,49,644.4,1583.18,1403.42,551.73,137
2,50,643.62,1584.03,1403.1,552.11,136
2,51,643.44,1584.45,1402.37,551.86,135
2,52,644.53,1584.15,1404.0,551.37,134
2,53,644.87,1583.48,1402.17,551.64,133
2,54,643.63,1584.72,1403.28,552.06,132
2,55,644.77,1582.82,1402.88,551.83,131
2,56,644.9,1586.04,1404.58,551.62,130
2,57,644.75,1586.22,1403.43,551.73,129
2,58,644.52,1584.08,1403.78,551.39,128
2,59,644.64,1583.58,1403.65,551.71,127
2,60,644.51,1584.91,1403.98,551.68,126
2,61,644.73,1586.29,1402.25,552.41,125
2,62,644.48,1585.55,1403.25,551.69,124
2,63,644.99,1584.37,1404.92,551.43,123
2,64,645.14,1584.13,1404.1,552.05,122
2,65,645.36,1585.68,1403.83,551.45,121
2,66,645.1,1585.93,1403.4,551.6,120
2,67,644.63,1587.43,1403.71,551.47,119
2,68,645.51,1585.25,1404.66,551.79,118
2,69,645.38,1586.07,1403.1,551.05,117
2,70,645.62,1586.4,1405.09,551.5,116
2,71,645.76,1585.49,1404.68,550.97,115
2,72,644.78,1583.91,1403.94,551.72,114
2,73,644.71,1585.6,1403.68,551.05,113
2,74,645.45,1585.21,1405.65,551.67,112
2,75,644.53,1585.31,1404.89,551.52,111
2,76,645.29,1586.19,1403.98,550.7,110
2,77,646.1,1584.1,1406.83,551.35,109
2,78,645.84,1587.06,1404.83,551.23,108
2,79,645.53,1587.12,1405.07,550.8,107
2,80,645.31,1585.36,1405.94,550.88,106
2,81,644.94,1587.1,1406.44,551.27,105
2,82,645.51,1584.8,1405.18,550.97,104
2,83,645.41,1587.44,1406.83,551.06,103
2,84,645.9,1585.74,1406.54,550.95,102
2,85,645.65,1587.02,1405.86,550.99,101
2,86,646.41,1587.49,1405.32,551.04,100
2,87,646.18,1585.55,1406.53,550.8,99
2,88,645.91,1588.09,1406.28,550.66,98
2,89,646.39,1586.6,1407.2,550.6,97
2,90,646.21,1586.42,1407.58,550.45,96
2,91,646.37,1586.55,1405.59,550.93,95
2,92,646.69,1589.47,1404.71,550.85,94
2,93,646.83,1585.58,1406.25,550.75,93
2,94,646.46,1586.75,1404.92,550.15,92
2,95,646.73,1589.09,1406.37,550.54,91
2,96,645.74,1588.52,1405.31,550.46,90
2,97,646.2,1587.69,1405.65,550.66,89
2,98,646.23,1588.85,1407.15,550.66,88
2,99,646.71,1590.63,1405.45,550.23,87
2,100,646.85,1590.51,1406.24,551.1,86
2,101,646.65,1587.44,1405.72,550.75,85
2,102,646.3,1588.43,1407.85,550.44,84
2,103,647.23,1586.96,1406.22,550.09,83
2,104,646.78,1589.44,1406.77,550.85,82
2,105,646.5,1588.85,1406.35,550.57,81
2,106,647.05,1589.36,1405.98,550.17,80
2,107,646.61,1588.46,1406.97,550.62,79
2,108,646.6,1586.9,1408.69,550.05,78
2,109,647.32,1588.95,1407.23,550.36,77
2,110,646.87,1589.55,1406.75,550.69,76
2,111,647.3,1589.79,1406.76,550.24,75
2,112,646.64,1588.73,1406.4,550.68,74
2,113,647.18,1589.44,1407.11,550.33,73
2,114,648.2,1588.96,1406.83,550.4,72
2,115,646.25,1589.47,1407.12,549.92,71
2,116,647.5,1589.54,1406.04,550.0,70
2,117,646.19,1589.91,1407.78,549.93,69
2,118,647.61,1588.1,1406.84,550.27,68
2,119,647.16,1589.65,1407.23,550.0,67
2,120,647.34,1588.96,1407.98,549.91,66
2,121,647.54,1589.01,1406.58,550.35,65
2,122,647.78,1592.72,1407.04,549.99,64
2,123,647.57,1591.24,1407.53,549.67,63
2,124,648.15,1589.75,1408.7,550.23,62
2,125,647.7,1590.01,1407.75,549.97,61
2,126,648.1,1589.34,1408.22,549.62,60
2,127,647.41,1590.34,1406.63,550.55,59
2,128,647.37,1590.41,1409.19,549.64,58
2,129,646.97,1590.01,1407.62,549.2,57
2,130,648.05,1590.87,1409.3,549.52,56
2,131,647.35,1590.22,1408.38,550.11,55
2,132,648.6,1592.24,1408.74,550.05,54
2,133,647.82,1591.07,1407.63,549.8,53
2,134,648.16,1593.02,1408.46,549.79,52
2,135,648.26,1590.49,1408.07,550.12,51
2,136,647.82,1589.52,1409.32,550.06,50
2,137,648.08,1590.67,1409.06,549.47,49
2,138,647.99,1592.33,1409.39,550.05,48
2,139,647.85,1590.76,1409.19,549.36,47
2,140,648.65,1592.91,1408.57,549.62,46
2,141,649.03,1593.68,1409.69,549.77,45
2,142,648.15,1592.04,1409.61,549.5,44
2,143,648.3,1590.15,1407.84,548.96,43
2,144,648.81,1591.94,1408.9,549.42,42
2,145,648.71,1591.65,1408.28,549.77,41
2,146,648.79,1592.25,1410.09,549.22,40
2,147,649.2,1591.84,1410.19,549.66,39
2,148,648.35,1592.7,1409.81,549.43,38
2,149,648.77,1592.07,1410.26,549.57,37
2,150,648.87,1590.47,1410.07,549.59,36
2,151,649.82,1593.63,1408.22,549.37,35
2,152,649.67,1593.17,1410.07,549.59,34
2,153,648.74,1593.08,1409.67,549.29,33
2,154,649.37,1591.47,1410.97,549.15,32
2,155,649.19,1590.99,1410.58,549.68,31
2,156,648.92,1591.42,1410.29,549.66,30
2,157,648.59,1591.5,1409.77,548.96,29
2,158,648.89,1590.4,1410.66,549.28,28
2,159,648.59,1594.74,1411.6,548.93,27
2,160,649.78,1592.39,1410.47,548.88,26
2,161,650.24,1592.8,1410.49,548.9,25
2,162,650.15,1595.5,1411.76,549.37,24
2,163,649.2,1594.31,1410.51,549.45,23
2,164,649.94,1592.62,1411.34,549.24,22
2,165,648.43,1594.44,1410.3,548.74,21
2,166,649.25,1593.4,1411.09,548.57,20
2,167,649.71,1594.34,1412.26,548.64,19
2,168,649.54,1594.04,1411.76,548.84,18
2,169,650.2,1591.49,1409.9,549.02,17
2,170,649.2,1592.48,1410.55,549.12,16
2,171,649.06,1594.18,1411.86,548.8,15
2,172,649.71,1594.54,1410.94,549.26,14
2,173,649.46,1594.08,1411.33,548.7,13
2,174,648.8,1594.03,1411.95,549.02,12
2,175,650.14,1592.98,1411.61,548.59,11
2,176,650.18,1594.53,1410.57,548.47,10
2,177,650.23,1594.2,1410.75,548.44,9
2,178,650.01,1596.43,1411.06,548.69,8
2,179,650.22,1593.27,1410.14,548.36,7
2,180,650.32,1594.81,1412.17,548.67,6
2,181,650.23,1594.07,1412.39,548.35,5
2,182,649.87,1595.55,1410.68,549.32,4
2,183,650.39,1595.37,1411.16,548.48,3
2,184,650.24,1594.39,1412.38,548.41,2
2,185,650.86,1598.31,1411.7,548.57,1
2,186,650.65,1597.37,1411.93,548.25,0
3,1,641.61,1579.82,1399.17,553.17,183
3,2,642.75,1579.85,1400.89,552.74,182
3,3,642.02,1579.27,1398.49,552.92,181
3,4,642.24,1581.61,1400.9,553.14,180
3,5,641.84,1580.96,1401.59,552.99,179
3,6,643.01,1582.92,1400.18,552.64,178
3,7,642.02,1578.76,1400.04,553.19,177
3,8,641.49,1579.42,1400.42,552.54,176
3,9,642.2,1580.13,1400.38,552.56,175
3,10,642.14,1581.95,1401.49,552.34,174
3,11,641.4,1582.18,1399.73,552.79,173
3,12,641.93,1582.55,1402.82,552.76,172
3,13,642.56,1580.69,1401.47,552.85,171
3,14,643.05,1580.4,1401.19,552.49,170
3,15,642.27,1581.19,1400.24,552.99,169
3,16,642.39,1581.76,1400.56,552.69,168
3,17,642.58,1579.9,1401.5,552.51,167
3,18,642.95,1580.97,1400.11,552.88,166
3,19,643.17,1580.89,1401.29,552.85,165
3,20,642.74,1581.29,1401.5,552.37,164
3,21,643.31,1581.53,1400.74,552.67,163
3,22,642.56,1584.24,1402.7,552.62,162
3,23,643.23,1582.36,1401.11,552.53,161
3,24,642.74,1582.59,1402.26,552.3,160
3,25,642.92,1580.61,1402.8,552.23,159
3,26,643.12,1582.51,1401.92,552.59,158
3,27,643.1,1580.86,1400.71,552.17,157
3,28,642.91,1581.95,1402.87,552.2,156
3,29,643.19,1582.38,1401.57,552.27,155
3,30,643.6,1583.54,1402.76,552.88,154
3,31,643.66,1585.24,1401.4,552.87,153
3,32,643.33,1582.31,1401.99,552.15,152
3,33,643.56,1582.03,1402.82,552.03,151
3,34,643.83,1584.64,1401.93,552.41,150
3,35,643.84,1585.59,1401.88,552.38,149
3,36,643.01,1582.38,1402.63,552.54,148
3,37,643.22,1584.0,1402.36,551.64,147
3,38,643.83,1585.19,1401.58,552.04,146
3,39,643.41,1582.66,1403.69,551.96,145
3,40,644.41,1584.64,1402.32,551.87,144
3,41,643.54,1582.27,1402.96,551.99,143
3,42,643.69,1581.61,1402.82,551.83,142
3,43,643.91,1583.92,1400.8,551.49,141
3,44,644.95,1583.03,1400.86,551.49,140
3,45,645.07,1582.87,1403.86,551.94,139
3,46,643.93,1584.73,1401.09,551.44,138
3,47,643.97,1582.27,1402.6,552.11,137
3,48,644.27,1585.56,1403.29,552.12,136
3,49,644.24,1583.34,1404.38,551.59,135
3,50,644.45,1585.05,1403.93,551.43,134
3,51,644.78,1583.04,1403.97,551.91,133
3,52,644.73,1582.85,1403.86,552.05,132
3,53,644.53,1583.4,1404.19,551.74,131
3,54,643.82,1583.39,1403.1,552.13,130
3,55,645.07,1586.14,1403.77,551.93,129
3,56,644.13,1584.63,1404.01,551.31,128
3,57,644.72,1586.73,1404.16,551.88,127
3,58,643.7,1586.66,1403.63,551.35,126
3,59,644.66,1583.09,1404.69,551.46,125
3,60,644.48,1584.75,1404.81,551.57,124
3,61,644.25,1585.6,1403.24,550.86,123
3,62,645.46,1585.67,1403.98,551.38,122
3,63,645.47,1588.91,1404.47,551.15,121
3,64,644.89,1585.8,1402.29,551.54,120
3,65,645.18,1586.96,1405.22,551.44,119
3,66,645.65,1587.89,1404.33,551.51,118
3,67,644.39,1583.79,1403.7,551.23,117
3,68,644.7,1585.57,1404.1,551.66,116
3,69,645.0,1582.96,1404.6,551.31,115
3,70,644.89,1585.9,1403.71,551.39,114
3,71,646.33,1583.7,1404.22,551.06,113
3,72,645.15,1587.17,1405.13,551.49,112
3,73,645.38,1584.44,1403.87,551.44,111
3,74,645.49,1587.63,1405.06,550.84,110
3,75,645.26,1586.87,1405.46,551.42,109
3,76,645.09,1584.84,1404.8,551.57,108
3,77,645.28,1586.91,1405.39,551.35,107
3,78,646.27,1588.32,1404.61,550.46,106
3,79,645.38,1586.62,1404.86,551.66,105
3,80,645.7,1587.39,1405.39,550.94,104
3,81,644.97,1586.6,1407.89,550.65,103
3,82,645.06,1589.1,1405.94,551.05,102
3,83,646.38,1585.86,1405.33,551.26,101
3,84,646.72,1585.54,1406.5,551.06,100
3,85,645.99,1587.01,1404.44,551.21,99
3,86,645.66,1585.81,1406.32,551.13,98
3,87,646.05,1588.48,1406.81,551.26,97
3,88,645.85,1588.49,1405.91,551.37,96
3,89,646.06,1586.92,1405.31,550.88,95
3,90,646.34,1588.02,1406.15,551.0,94
3,91,646.11,1586.47,1405.17,551.07,93
3,92,646.44,1585.37,1406.88,551.31,92
3,93,646.01,1588.09,1405.69,550.91,91
3,94,645.88,1587.68,1406.92,551.07,90
3,95,646.56,1587.44,1404.92,550.45,89
3,96,646.25,1587.09,1406.31,550.55,88
3,97,646.55,1589.46,1406.0,550.21,87
3,98,646.25,1588.8,1406.93,550.73,86
3,99,647.09,1587.95,1408.1,550.82,85
3,100,645.61,1590.42,1405.91,550.24,84
3,101,646.88,1586.26,1406.03,551.0,83
3,102,646.93,1589.4,1406.13,550.04,82
3,103,647.04,1589.63,1407.43,550.54,81
3,104,646.42,1591.52,1407.17,550.4,80
3,105,646.78,1588.85,1407.7,550.49,79
3,106,647.24,1588.94,1406.82,550.6,78
3,107,647.18,1588.64,1406.38,550.49,77
3,108,647.02,1588.26,1406.37,550.48,76
3,109,647.26,1588.57,1406.64,550.09,75
3,110,647.23,1588.12,1408.97,550.19,74
3,111,646.16,1589.13,1407.18,550.62,73
3,112,647.29,1588.25,1407.08,550.36,72
3,113,646.35,1590.94,1406.7,550.66,71
3,114,647.42,1590.17,1408.35,550.38,70
3,115,647.58,1589.3,1407.8,550.01,69
3,116,647.22,1591.94,1406.92,550.21,68
3,117,647.45,1589.29,1408.04,550.32,67
3,118,647.08,1589.87,1406.83,550.35,66
3,119,647.57,1589.93,1408.29,550.01,65
3,120,647.91,1588.77,1408.96,549.9,64
3,121,646.91,1589.6,1407.54,549.94,63
3,122,647.73,1591.4,1407.8,549.81,62
3,123,647.23,1589.6,1406.51,549.77,61
3,124,648.23,1589.26,1408.59,549.6,60
3,125,648.48,1592.53,1408.62,550.54,59
3,126,647.96,1591.33,1409.23,549.97,58
3,127,647.25,1591.44,1407.91,549.77,57
3,128,648.03,1591.25,1408.47,550.06,56
3,129,647.68,1590.61,1409.09,550.38,55
3,130,648.86,1591.26,1409.15,550.42,54
3,131,647.78,1591.58,1409.16,550.23,53
3,132,647.64,1589.78,1408.63,549.89,52
3,133,648.59,1591.61,1408.55,549.87,51
3,134,648.31,1593.16,1408.87,549.61,50
3,135,648.42,1591.39,1407.55,549.69,49
3,136,648.24,1590.58,1409.7,549.44,48
3,137,648.51,1591.14,1409.02,549.77,47
3,138,647.85,1591.63,1410.83,549.16,46
3,139,648.4,1592.83,1409.31,549.81,45
3,140,647.52,1592.28,1408.52,549.67,44
3,141,648.5,1594.38,1409.63,549.52,43
3,142,647.96,1591.88,1409.92,549.5,42
3,143,648.4,1591.13,1409.75,549.73,41
3,144,649.2,1590.7,1409.81,549.44,40
3,145,648.66,1592.46,1409.78,549.61,39
3,146,648.32,1591.16,1410.71,549.36,38
3,147,648.91,1593.41,1409.96,549.57,37
3,148,649.19,1589.69,1409.26,549.52,36
3,149,649.44,1592.39,1409.04,549.11,35
3,150,649.28,1592.13,1409.78,549.52,34
3,151,647.81,1594.87,1409.26,549.38,33
3,152,648.34,1592.05,1410.91,548.71,32
3,153,649.52,1592.31,1410.37,549.46,31
3,154,649.29,1591.68,1409.75,548.8,30
3,155,649.36,1594.85,1408.65,548.98,29
3,156,649.13,1593.09,1410.88,549.14,28
3,157,649.13,1594.29,1410.77,549.32,27
3,158,649.34,1594.23,1409.78,548.9,26
3,159,649.64,1591.18,1410.44,549.02,25
3,160,648.83,1592.1,1410.35,549.4,24
3,161,649.18,1594.76,1410.55,549.46,23
3,162,649.24,1593.32,1410.86,548.98,22
3,163,649.91,1590.82,1412.57,549.27,21
3,164,649.51,1592.89,1410.0,549.18,20
3,165,650.02,1593.44,1411.65,548.69,19
3,166,649.23,1595.89,1411.3,549.36,18
3,167,649.37,1592.69,1410.6,548.67,17
3,168,650.04,1592.98,1410.02,548.93,16
3,169,649.29,1591.8,1411.13,548.34,15
3,170,650.16,1592.37,1409.29,548.75,14
